id;name;taxId;gender;dateOfBirth;status;externalCode;isEnriched;enrichedAt;enrichedBy;createdAt;createdBy;updatedAt;updatedBy;phone;email;lastOrderDate
917;Marina Vargas;219.305.746-06;F;2004-12-26;1;;True;2025-02-26T03:43:40;bernardocasa-grande;2025-01-02T08:44:12;jose-miguel35;2025-01-02T08:44:12;jose-miguel35;555175680050;marina77@gmail.com;2025-10-20T21:54:09
918;José Lima;871.209.453-60;M;1967-01-24;1;;True;2025-09-24T15:08:51;dcostela;2025-05-04T02:57:13;ida-conceicao;2025-05-04T02:57:13;ida-conceicao;556118671192;josé85@uol.com.br;2025-10-03T12:47:53
919;Sra. Isadora Brito;97.025.138/0001-87;F;1954-11-18;2;;False;;;2025-09-19T12:46:47;das-nevesbento;2025-09-19T12:46:47;das-nevesbento;5116487530;sra.80@uol.com.br;
920;Oliver Pacheco;87.469.153/0001-60;F;1999-10-24;1;HUCN6933;True;2025-04-27T19:55:28;rodrigoda-mota;2024-12-09T00:03:21;ipeixoto;2024-12-09T00:03:21;ipeixoto;8102165343;oliver72@hotmail.com;2025-11-04T13:41:26
921;Benjamin Costela;273.450.869-92;M;1996-02-16;1;JMHM9355;True;2025-04-21T09:43:43;amandacaldeira;2025-02-17T09:52:10;jesushenry-gabriel;2025-02-17T09:52:10;jesushenry-gabriel;5507164306736;benjamin16@uol.com.br;2025-07-15T20:11:38
922;Lara Carvalho;901.458.736-84;M;1951-12-20;1;;False;;;2025-02-27T11:53:26;hadassa62;2025-02-27T11:53:26;hadassa62;8418552327;lara1@hotmail.com;2025-11-27T14:09:55
923;Sr. Yan Vieira;48.760.312/0001-20;M;1990-10-22;2;;False;;;2025-06-08T17:43:53;kevinnogueira;2025-06-08T17:43:53;kevinnogueira;5506141106693;sr.90@yahoo.com.br;
924;Brenda Lopes;793.468.501-75;M;1973-07-10;1;;False;;;2025-10-07T18:35:05;beniciorezende;2025-10-07T18:35:05;beniciorezende;5505169877345;brenda10@gmail.com;2025-11-17T08:33:01
925;Juliana Souza;589.047.613-01;M;2004-07-30;1;DTQL2641;False;;;2024-07-20T00:26:35;luara78;2024-07-20T00:26:35;luara78;555150145080;juliana3@gmail.com;2025-08-08T21:33:12
926;Caleb Santos;392.581.740-97;F;1979-01-26;2;;False;;;2024-08-10T01:41:34;marcela31;2024-08-10T01:41:34;marcela31;5142675464;caleb15@hotmail.com;2025-04-27T13:11:52
927;Marcela Silva;24.517.603/0001-23;M;1950-12-27;1;;False;;;2025-07-12T05:11:45;da-luzmaria-laura;2025-07-12T05:11:45;da-luzmaria-laura;8180784483;marcela99@yahoo.com.br;2025-09-08T16:23:47
928;João Abreu;035.762.491-25;M;2006-08-14;2;;True;2025-07-28T20:15:55;montenegroaylla;2025-03-16T00:50:08;pintogustavo;2025-03-16T00:50:08;pintogustavo;9000225129;joão62@bol.com.br;2025-04-11T12:54:34
929;Kamilly Porto;821.965.437-64;F;1994-01-02;1;;False;;;2025-04-13T17:04:14;cavalcantifernando;2025-04-13T17:04:14;cavalcantifernando;4153312575;kamilly48@gmail.com;2025-09-05T23:51:33
930;Apollo Lopes;570.132.986-03;M;1958-01-15;1;;True;2025-09-27T05:03:20;joanacamargo;2025-05-30T19:56:04;guilherme03;2025-05-30T19:56:04;guilherme03;4133502507;apollo41@hotmail.com;2025-11-19T20:31:48
931;Rafael Vieira;651.872.093-02;F;1984-12-23;1;;False;;;2025-01-30T13:35:38;borgesjosue;2025-01-30T13:35:38;borgesjosue;8110939479;rafael96@hotmail.com;2025-08-19T19:27:24
932;Benício Sá;560.983.721-95;F;1961-09-29;2;FEVV3023;False;;;2024-07-31T11:45:54;anthony-gabriel30;2024-07-31T11:45:54;anthony-gabriel30;8497792125;benício45@uol.com.br;2025-05-24T19:39:35
933;João Felipe Novais;759.034.268-83;F;1957-12-18;2;;True;2025-10-30T18:09:15;ferreiraheitor;2025-08-26T21:28:00;mdas-neves;2025-08-26T21:28:00;mdas-neves;8173609968;joão4@hotmail.com;
934;Maria Fernanda Gomes;871.230.465-44;M;2004-06-13;1;;True;2025-05-23T09:21:30;paulo95;2025-05-05T10:11:50;maria-cecilia64;2025-05-05T10:11:50;maria-cecilia64;5502170613784;maria33@uol.com.br;2025-07-04T22:36:18
935;Eduardo Siqueira;368.914.752-28;F;1989-03-05;1;;True;2025-11-19T17:12:04;cmontenegro;2025-09-29T20:54:38;rodrigoda-rocha;2025-09-29T20:54:38;rodrigoda-rocha;7106305389;eduardo12@ig.com.br;2025-10-16T20:14:20
936;Ian Mendonça;435.087.291-41;M;1974-09-22;1;ZNYH0363;True;2025-11-07T12:24:42;antonellada-rosa;2025-03-14T05:56:28;evelyn50;2025-03-14T05:56:28;evelyn50;558464441545;ian79@uol.com.br;2025-06-13T11:43:21
937;Pietra Fonseca;125.836.704-17;M;1980-01-04;2;UQYG9884;True;2025-11-28T06:23:31;maria-julialeao;2025-11-27T09:22:09;hellena05;2025-11-27T09:22:09;hellena05;5502141729333;pietra71@uol.com.br;
938;Francisco Fogaça;809.136.275-77;M;1989-09-11;1;;True;2025-09-28T11:53:22;dda-mata;2025-08-04T09:59:13;asouza;2025-08-04T09:59:13;asouza;5505102525891;francisco20@yahoo.com.br;2025-11-07T13:58:55
939;Manuela Aragão;43.028.791/0001-70;F;2005-10-14;1;;True;2025-02-24T00:59:59;liam76;2024-12-01T21:30:34;lucca45;2024-12-01T21:30:34;lucca45;556142263054;manuela83@gmail.com;2025-10-01T13:35:43
940;Vinícius Marques;597.013.682-40;F;2000-11-03;2;;True;2025-09-26T21:57:21;wda-costa;2024-05-01T17:46:17;pastormateus;2024-05-01T17:46:17;pastormateus;5507157039921;vinícius57@bol.com.br;2025-05-14T15:34:11
941;Mirella Rios;392.578.401-23;F;2002-09-09;1;;False;;;2025-04-07T06:15:07;isaac31;2025-04-07T06:15:07;isaac31;9003432036;mirella96@yahoo.com.br;2025-11-20T21:31:41
942;Srta. Alana da Costa;85.746.930/0001-41;M;1973-09-12;1;;True;2025-11-20T19:40:47;portoigor;2025-11-07T08:42:14;apollo30;2025-11-07T08:42:14;apollo30;5502169135523;srta.38@ig.com.br;2025-11-08T22:27:24
943;Nina Sousa;672.138.504-07;F;1990-09-25;1;;True;2025-07-07T11:17:45;arthur-miguel63;2024-12-04T22:45:00;cirinosophie;2024-12-04T22:45:00;cirinosophie;552111567227;nina2@ig.com.br;2025-07-22T21:02:51
944;Caleb Carvalho;027.836.951-03;F;1968-07-09;2;TNGF3650;True;2025-07-04T10:18:29;ramosvitoria;2025-07-02T18:52:41;unascimento;2025-07-02T18:52:41;unascimento;8134410652;caleb71@uol.com.br;
945;Sophia Pacheco;468.230.179-96;M;1962-02-18;1;;False;;;2025-01-09T15:06:29;luiz-henrique01;2025-01-09T15:06:29;luiz-henrique01;5505178754436;sophia3@yahoo.com.br;2025-11-11T11:28:24
946;Daniela Borges;671.458.392-37;M;1966-07-01;2;;False;;;2025-02-04T12:44:47;yagofernandes;2025-02-04T12:44:47;yagofernandes;4183894681;daniela38@uol.com.br;
947;Ana Julia Fonseca;796.513.208-77;M;1981-09-27;2;;True;2024-05-05T15:19:32;haparecida;2024-03-12T16:34:03;ana-sophiada-costa;2024-03-12T16:34:03;ana-sophiada-costa;8170263037;ana99@uol.com.br;2025-05-21T19:48:32
948;Cauã Andrade;365.748.902-92;F;1977-09-04;1;;True;2024-09-05T20:43:46;bruno60;2024-04-10T11:49:41;joao-felipeandrade;2024-04-10T11:49:41;joao-felipeandrade;5508196786304;cauã37@yahoo.com.br;2025-11-02T11:57:39
949;Luana Barbosa;495.023.768-38;M;1994-07-03;1;;True;2025-11-20T14:44:32;nascimentoemanuelly;2025-08-23T14:22:36;levi68;2025-08-23T14:22:36;levi68;5507133760379;luana72@yahoo.com.br;2025-11-25T11:44:21
950;Dr. Henry Moura;28.957.061/0001-60;F;1996-08-09;1;;False;;;2025-08-12T23:32:25;caldeiraleo;2025-08-12T23:32:25;caldeiraleo;9006141604;dr.39@yahoo.com.br;2025-09-01T21:20:09
951;Marcos Vinicius Novais;420.619.857-85;M;1996-01-10;2;;False;;;2024-10-29T09:19:40;zsouza;2024-10-29T09:19:40;zsouza;6107726895;marcos80@yahoo.com.br;2025-02-25T19:39:21
952;Mathias Montenegro;764.935.208-00;F;1955-05-21;1;;False;;;2025-07-19T16:42:13;rda-cruz;2025-07-19T16:42:13;rda-cruz;9009925687;mathias54@yahoo.com.br;2025-08-24T12:31:28
953;Asafe Pimenta;236.014.859-15;;1966-10-15;1;;True;2024-09-28T09:33:33;guerramaria-cecilia;2024-05-27T08:58:49;qda-rosa;2024-05-27T08:58:49;qda-rosa;554116963059;asafe67@ig.com.br;2025-11-25T18:03:49
954;Srta. Giovanna Lima;908.357.412-14;F;2006-09-07;1;;True;2024-12-18T01:51:47;goncalvesana-carolina;2024-08-30T23:55:41;tcostela;2024-08-30T23:55:41;tcostela;3163660357;srta.97@gmail.com;2025-10-02T11:55:34
955;Heloisa Pereira;423.587.960-00;M;1972-09-12;1;;True;2025-01-07T00:21:32;valentim97;2024-03-07T13:40:18;laura09;2024-03-07T13:40:18;laura09;4186831648;heloisa32@yahoo.com.br;2025-11-23T12:08:03
956;Eloá Cassiano;836.071.924-13;F;1969-07-28;1;JEKE1641;False;;;2024-08-07T20:45:46;dmontenegro;2024-08-07T20:45:46;dmontenegro;5508114588343;eloá22@ig.com.br;2025-09-03T11:01:37
957;Anthony Gabriel Marques;257.061.839-02;M;1977-07-11;1;;True;2024-11-09T09:21:17;kpeixoto;2024-02-21T02:23:35;vinicius81;2024-02-21T02:23:35;vinicius81;3110965369;anthony51@gmail.com;2025-09-20T13:08:35
958;Juliana Pereira;962.140.753-25;F;1974-03-01;1;WAEM5758;False;;;2024-06-23T06:10:21;cunhagustavo;2024-06-23T06:10:21;cunhagustavo;5122285037;juliana53@ig.com.br;2025-09-30T20:19:18
959;Hellena Barbosa;498.016.572-94;M;1976-02-03;1;;False;;;2025-05-16T18:39:15;bellateixeira;2025-05-16T18:39:15;bellateixeira;5505108326408;hellena53@ig.com.br;2025-09-25T20:49:31
960;Davi Lucca Fonseca;539.172.864-91;F;1954-04-16;1;PBEZ3456;False;;;2025-07-11T04:20:03;araujomaria-luiza;2025-07-11T04:20:03;araujomaria-luiza;6149546100;davi16@ig.com.br;2025-11-28T13:32:38
961;Heitor Pires;708.631.954-66;M;1973-08-23;1;XCKE7183;True;2024-10-31T09:35:42;pmontenegro;2024-10-26T06:55:56;silvabreno;2024-10-26T06:55:56;silvabreno;5503174941487;heitor36@hotmail.com;2025-10-26T17:34:45
962;Dr. Cauê Montenegro;205.483.971-04;F;2003-04-24;2;;False;;;2025-02-14T18:48:03;caue96;2025-02-14T18:48:03;caue96;8109696301;dr.51@uol.com.br;2025-04-10T11:59:57
963;Breno Teixeira;54.617.023/0001-79;;1964-09-06;1;;True;2025-11-29T08:28:44;maragao;2025-10-20T18:55:46;raelmoura;2025-10-20T18:55:46;raelmoura;5503128654170;breno9@gmail.com;2025-11-10T21:44:07
964;Murilo Macedo;86.341.592/0001-20;F;1962-11-04;2;;False;;;2025-09-12T13:15:44;halves;2025-09-12T13:15:44;halves;1101782755;murilo3@ig.com.br;
965;Arthur Miguel Vieira;06.513.927/0001-01;M;1990-09-23;1;;True;2025-05-24T06:06:13;cassianoana-luiza;2025-01-26T15:10:47;jfernandes;2025-01-26T15:10:47;jfernandes;5504163455967;arthur53@gmail.com;2025-11-18T17:14:53
966;Isabelly das Neves;643.891.750-84;M;1981-11-19;1;DVRE9978;True;2025-10-14T14:35:32;beniciomendonca;2024-12-08T15:12:49;portogabrielly;2024-12-08T15:12:49;portogabrielly;554181873782;isabelly37@ig.com.br;2025-11-04T20:59:12
967;Sra. Maria Flor Gomes;18.623.597/0001-96;M;1987-08-13;2;;False;;;2025-11-10T01:57:47;wsousa;2025-11-10T01:57:47;wsousa;3000394614;sra.62@hotmail.com;
968;Rhavi Melo;270.831.659-12;M;1981-11-18;1;BIMP5743;True;2024-11-09T19:26:25;zmendes;2024-02-25T08:20:14;imelo;2024-02-25T08:20:14;imelo;5170552785;rhavi78@yahoo.com.br;2025-08-16T20:52:17
969;Erick Andrade;15.960.724/0001-54;O;1953-10-18;1;;True;2025-08-10T19:28:55;ucunha;2024-01-04T12:35:58;da-cunhalorenzo;2024-01-04T12:35:58;da-cunhalorenzo;4176963588;erick88@gmail.com;2025-09-29T12:13:55
970;Lunna da Rocha;679.450.823-00;M;1972-08-09;2;;True;2025-10-19T09:54:01;breno51;2025-07-13T08:25:57;emanuelly68;2025-07-13T08:25:57;emanuelly68;5506108993366;lunna83@hotmail.com;
971;Marina Barbosa;645.073.291-16;M;1990-01-05;1;;False;;;2025-02-10T05:33:29;nunesbenjamim;2025-02-10T05:33:29;nunesbenjamim;551160805398;marina76@uol.com.br;2025-10-30T19:58:00
972;Bárbara Cardoso;153.642.097-25;M;1996-10-05;1;RCXZ5486;True;2025-11-06T19:07:28;levi76;2025-03-30T17:52:09;maria-vitoria65;2025-03-30T17:52:09;maria-vitoria65;1158057027;bárbara58@ig.com.br;2025-07-23T11:01:33
973;Bernardo Farias;071.453.862-08;M;1969-05-13;2;;True;2025-08-31T02:26:08;benicio71;2025-08-12T07:41:57;alexiacasa-grande;2025-08-12T07:41:57;alexiacasa-grande;5501134950676;bernardo28@ig.com.br;
974;Dra. Maria Luiza Nascimento;413.095.826-70;M;1969-10-21;1;GPKS0999;True;2025-08-22T02:02:37;luanvargas;2025-04-02T07:40:09;hellena14;2025-04-02T07:40:09;hellena14;558166976476;dra.88@uol.com.br;2025-06-28T20:08:18
975;Rebeca Nascimento;169.783.250-40;M;1995-11-15;1;JSUN6031;True;2025-07-22T15:05:27;agathapires;2025-06-13T17:46:45;ydas-neves;2025-06-13T17:46:45;ydas-neves;7162540466;rebeca77@uol.com.br;2025-11-15T18:23:37
976;Maria Sophia Cirino;249.105.867-76;F;1998-10-24;1;;True;2024-11-23T23:39:16;xcardoso;2024-08-15T19:55:35;japarecida;2024-08-15T19:55:35;japarecida;3141674355;maria53@uol.com.br;2025-11-28T11:02:59
977;Ágatha Cavalcanti;306.429.518-70;F;1953-11-09;2;;False;;;2025-09-18T17:42:58;machadomariah;2025-09-18T17:42:58;machadomariah;5508189279952;ágatha83@yahoo.com.br;
978;Rodrigo Porto;915.780.436-20;M;2004-11-25;1;;True;2025-02-14T10:09:25;tcarvalho;2025-01-14T12:53:43;csiqueira;2025-01-14T12:53:43;csiqueira;3006417815;rodrigo60@gmail.com;2025-11-21T12:17:03
979;Fernanda Garcia;70.235.169/0001-06;M;1998-07-11;1;;False;;;2025-04-13T23:58:23;yda-mata;2025-04-13T23:58:23;yda-mata;5145240552;fernanda85@hotmail.com;2025-10-12T08:26:12
980;Ana Vitória Peixoto;304.651.879-00;O;1973-05-07;2;;True;2025-09-22T04:59:11;antonellacavalcanti;2025-06-28T23:25:22;apollocunha;2025-06-28T23:25:22;apollocunha;2112441580;ana20@bol.com.br;
981;Pietro da Cunha;397.065.281-21;M;1957-05-20;1;;False;;;2024-07-12T02:45:02;nunesnatalia;2024-07-12T02:45:02;nunesnatalia;6198280657;pietro8@ig.com.br;2025-07-07T22:09:33
982;Maria Duarte;46.593.871/0001-67;F;1990-12-17;2;;True;2025-10-05T12:43:27;rafaellopes;2025-09-06T20:30:55;luigifreitas;2025-09-06T20:30:55;luigifreitas;5004130701;maria52@hotmail.com;
983;Emanuelly Viana;749.036.851-01;M;1983-09-11;2;;False;;;2024-12-26T20:34:01;helenadas-neves;2024-12-26T20:34:01;helenadas-neves;555115148697;emanuelly60@ig.com.br;2025-05-11T12:07:41
984;Thomas Cirino;514.208.967-76;M;1992-09-20;2;;False;;;2025-08-30T07:11:16;olivia56;2025-08-30T07:11:16;olivia56;5000784330;thomas45@yahoo.com.br;
985;Luiz Otávio Pacheco;973.621.845-73;F;1950-01-17;1;;True;2025-10-29T16:03:41;pintoyan;2025-09-17T16:15:21;qleao;2025-09-17T16:15:21;qleao;552148516598;luiz44@hotmail.com;2025-11-29T20:04:30
986;Srta. Julia Lopes;706.854.913-66;F;2000-08-13;2;;False;;;2025-01-09T00:28:51;vitor-hugoramos;2025-01-09T00:28:51;vitor-hugoramos;8002283647;srta.68@uol.com.br;
987;Sra. Sophia Souza;02.153.947/0001-68;M;1989-09-04;1;;False;;;2025-02-21T13:48:09;xazevedo;2025-02-21T13:48:09;xazevedo;2104553588;sra.44@ig.com.br;2025-09-03T11:05:55
988;Maya Borges;435.219.678-91;M;1974-12-15;1;;True;2025-03-26T14:39:00;apolloda-conceicao;2024-05-21T22:25:07;cassianoana-vitoria;2024-05-21T22:25:07;cassianoana-vitoria;553135344602;maya33@ig.com.br;2025-10-21T12:32:03
989;Ana Clara Azevedo;28.405.971/0001-30;F;1983-06-16;1;;True;2025-05-30T21:21:17;martinsolivia;2025-02-04T12:00:20;marinacosta;2025-02-04T12:00:20;marinacosta;9000999660;ana74@bol.com.br;2025-11-03T12:58:50
990;João Gabriel Sá;02.574.196/0001-53;F;2001-10-30;1;;False;;;2024-09-24T15:13:57;enzo87;2024-09-24T15:13:57;enzo87;4187750095;joão25@uol.com.br;2025-08-05T23:48:18
991;Henrique da Conceição;728.341.695-19;F;1988-09-11;2;;True;2025-10-18T16:22:46;camila64;2025-06-18T00:27:40;sabrinanunes;2025-06-18T00:27:40;sabrinanunes;5127662127;henrique37@uol.com.br;
992;Enzo Vargas;531.708.269-21;F;1990-04-17;1;;False;;;2024-12-04T18:51:04;pachecojoao;2024-12-04T18:51:04;pachecojoao;9000538769;enzo34@uol.com.br;2025-06-11T16:38:36
993;Sra. Alexia Melo;258.641.093-98;M;1978-12-10;1;;False;;;2024-06-19T08:12:46;pandrade;2024-06-19T08:12:46;pandrade;5007804433;sra.86@uol.com.br;2025-09-25T08:29:56
994;Davi Miguel da Paz;297.580.436-92;;1992-06-13;1;XAPX6554;False;;;2025-08-24T15:13:04;luiz-migueldas-neves;2025-08-24T15:13:04;luiz-migueldas-neves;8107058250;davi27@bol.com.br;2025-11-09T21:49:35
995;Sr. Gael Vieira;560.429.738-00;F;1965-11-22;1;;False;;;2025-04-20T01:25:40;allanacarvalho;2025-04-20T01:25:40;allanacarvalho;5506102396141;sr.60@hotmail.com;2025-10-25T21:58:14
996;Dr. Davi Vargas;97.516.038/0001-53;F;1951-01-10;1;;False;;;2025-06-05T03:28:38;cfreitas;2025-06-05T03:28:38;cfreitas;2110592592;dr.12@yahoo.com.br;2025-10-24T13:15:19
997;Melissa Barbosa;352.947.086-47;F;1997-05-20;1;XGTH5130;False;;;2024-07-15T00:59:43;fernandesluiz-felipe;2024-07-15T00:59:43;fernandesluiz-felipe;8428953591;melissa87@hotmail.com;2025-10-21T11:25:31
998;Dra. Ester Pacheco;671.258.094-30;F;1982-01-11;1;;True;2025-10-13T01:54:10;tlopes;2025-09-06T13:56:52;sgarcia;2025-09-06T13:56:52;sgarcia;2173341138;dra.27@hotmail.com;2025-11-13T13:40:40
999;Srta. Sara Montenegro;419.328.760-22;F;1967-08-26;1;;True;2025-11-29T04:30:14;igor00;2025-03-18T19:24:21;rafael65;2025-03-18T19:24:21;rafael65;553120928936;srta.59@uol.com.br;2025-10-17T17:47:36
1000;Gael Henrique Freitas;381.764.250-44;F;1965-07-31;2;ZPWB4999;False;;;2025-03-05T07:03:40;maria-laura11;2025-03-05T07:03:40;maria-laura11;555179775283;gael36@ig.com.br;
1001;Dra. Laura Pereira;315.079.462-52;F;2004-08-27;1;;False;;;2025-07-04T16:31:15;jdas-neves;2025-07-04T16:31:15;jdas-neves;5508127857211;dra.81@hotmail.com;2025-11-16T20:18:16
1002;Dom Abreu;490.872.531-41;M;1978-03-30;2;;False;;;2025-10-20T20:26:41;oliveiratheodoro;2025-10-20T20:26:41;oliveiratheodoro;554166151468;dom86@bol.com.br;
1003;Pedro Lucas Duarte;750.186.234-62;M;1971-04-18;1;QIBK6106;False;;;2025-08-06T15:18:47;pcampos;2025-08-06T15:18:47;pcampos;5508163401102;pedro77@gmail.com;2025-10-30T12:44:07
1004;Amanda Marques;615.297.438-00;F;2004-10-24;1;;True;2025-06-07T03:44:42;zmartins;2024-06-27T01:00:58;cunhaalicia;2024-06-27T01:00:58;cunhaalicia;5504169174472;amanda67@gmail.com;2025-08-23T21:01:39
1005;Emanuelly Rocha;780.143.695-48;M;1988-03-12;1;;False;;;2025-09-11T15:32:48;ana-julia47;2025-09-11T15:32:48;ana-julia47;558135303664;emanuelly68@ig.com.br;2025-09-12T21:33:39
1006;Hellena Abreu;07.251.834/0001-19;F;2002-02-09;2;;True;2025-10-24T15:39:12;marianepeixoto;2025-09-22T16:51:18;bellapeixoto;2025-09-22T16:51:18;bellapeixoto;5503158334375;hellena15@bol.com.br;
1007;Calebe Câmara;72.914.538/0001-12;F;1989-05-31;2;;True;2025-05-12T21:40:36;isadora96;2025-05-08T17:25:40;macedoenzo-gabriel;2025-05-08T17:25:40;macedoenzo-gabriel;1129652071;calebe40@ig.com.br;
1008;Dom Pastor;248.675.301-07;M;1975-06-19;2;;False;;;2024-06-01T11:05:47;ana-luiza50;2024-06-01T11:05:47;ana-luiza50;553129125537;dom69@hotmail.com;2024-07-06T10:01:58
1009;Isis Costa;378.065.412-17;F;1980-01-17;1;;False;;;2025-10-28T08:32:40;wfonseca;2025-10-28T08:32:40;wfonseca;553105797952;isis86@bol.com.br;2025-11-14T16:17:10
1010;Rebeca Pereira;905.423.871-23;;1970-09-11;1;EUDX0105;False;;;2024-11-18T21:26:52;pramos;2024-11-18T21:26:52;pramos;9007412478;rebeca67@bol.com.br;2025-10-17T10:36:15
1011;Sr. Lorenzo Cavalcante;526.847.031-08;M;1978-05-08;1;;False;;;2025-03-02T17:55:24;da-motamaria-sophia;2025-03-02T17:55:24;da-motamaria-sophia;553176345432;sr.6@yahoo.com.br;2025-11-05T09:56:37
1012;Bernardo Barros;571.824.309-32;F;1987-07-18;1;;True;2025-06-25T23:08:05;wcastro;2025-04-02T10:05:15;zrocha;2025-04-02T10:05:15;zrocha;1141929080;bernardo57@yahoo.com.br;2025-09-12T13:30:53
1013;Luan Montenegro;34.560.182/0001-77;F;1989-01-08;1;;False;;;2025-06-21T05:58:19;marcelabarros;2025-06-21T05:58:19;marcelabarros;557155479053;luan69@uol.com.br;2025-10-12T08:51:37
1014;Bruno Alves;385.124.079-05;M;1966-04-02;1;DDTH0367;False;;;2024-07-14T05:36:02;maria-claraaragao;2024-07-14T05:36:02;maria-claraaragao;5508143779430;bruno59@uol.com.br;2025-07-02T21:15:27
1015;Dr. Caleb Cavalcanti;416.592.873-91;;1989-05-25;1;VMBE3630;True;2025-03-19T17:21:05;pietra10;2024-09-16T04:46:20;laisrodrigues;2024-09-16T04:46:20;laisrodrigues;5004574467;dr.97@uol.com.br;2025-11-07T22:02:07
1016;Luara Ribeiro;521.430.897-32;O;1966-11-20;1;NYEF2574;True;2024-09-15T11:23:37;eloa12;2024-04-11T13:19:31;vargasrhavi;2024-04-11T13:19:31;vargasrhavi;5506105570278;luara29@bol.com.br;2025-09-03T13:00:07
1017;Srta. Ayla da Rocha;563.781.902-59;M;1954-06-06;1;EWMB2998;False;;;2025-08-10T19:21:24;alexia11;2025-08-10T19:21:24;alexia11;5178989718;srta.81@ig.com.br;2025-11-25T09:25:50
1018;Bryan Santos;82.305.947/0001-75;M;2004-07-03;1;;False;;;2025-08-29T22:59:36;yago46;2025-08-29T22:59:36;yago46;3189649567;bryan37@uol.com.br;2025-11-28T13:17:46
1019;Isaque Novaes;739.810.425-14;F;1959-04-08;1;QUSA9368;True;2025-09-01T04:10:06;eloah05;2024-05-30T03:58:53;qrezende;2024-05-30T03:58:53;qrezende;556163199234;isaque14@yahoo.com.br;2025-08-21T11:24:51
1020;Ian Moura;257.301.846-62;F;2004-04-18;1;;False;;;2025-05-01T12:57:12;vda-mota;2025-05-01T12:57:12;vda-mota;3153850004;ian3@ig.com.br;2025-11-22T20:46:45
1021;Igor Cirino;498.657.013-75;M;1966-03-16;2;EGJC9677;True;2025-10-11T05:52:38;nmachado;2025-08-20T06:47:56;silvabarbara;2025-08-20T06:47:56;silvabarbara;4151372724;igor48@bol.com.br;
1022;Dra. Ana Luiza Borges;045.821.693-33;M;2006-09-15;1;;False;;;2025-10-20T16:26:36;nalbuquerque;2025-10-20T16:26:36;nalbuquerque;3165409194;dra.70@bol.com.br;2025-11-11T15:19:12
1023;Yasmin da Costa;984.526.307-00;F;2007-08-08;1;XMMT2996;False;;;2024-09-20T11:59:36;santosvinicius;2024-09-20T11:59:36;santosvinicius;2196452588;yasmin17@hotmail.com;2025-07-13T21:37:27
1024;Ana Luiza Costa;238.657.104-17;F;1957-01-13;2;;False;;;2025-04-10T08:06:44;epereira;2025-04-10T08:06:44;epereira;4197753278;ana41@hotmail.com;
1025;Nicolas Cassiano;547.293.816-37;M;1979-07-14;1;;False;;;2025-06-27T16:38:47;ana-cecilia37;2025-06-27T16:38:47;ana-cecilia37;5507180094735;nicolas30@uol.com.br;2025-11-21T20:47:22
1026;Antônio Fernandes;972.560.314-16;F;1989-07-10;1;;True;2025-11-17T18:35:46;luiz-fernandomonteiro;2025-01-07T18:40:58;acampos;2025-01-07T18:40:58;acampos;5007196933;antônio34@ig.com.br;2025-10-12T12:38:01
1027;Dr. Gael Sá;481.973.650-75;M;2007-08-07;2;;False;;;2024-04-26T23:35:12;ksouza;2024-04-26T23:35:12;ksouza;6144492365;dr.16@ig.com.br;2025-05-11T10:12:48
1028;Vinícius Freitas;246.795.310-61;M;1986-05-08;1;;True;2025-09-25T05:20:08;pedro-miguel89;2025-07-10T02:31:16;yrodrigues;2025-07-10T02:31:16;yrodrigues;5000379954;vinícius71@bol.com.br;2025-10-09T15:12:06
1029;Emanuella Almeida;289.513.064-70;;1953-03-30;1;;False;;;2025-03-18T14:03:15;borgesbreno;2025-03-18T14:03:15;borgesbreno;557191949178;emanuella11@yahoo.com.br;2025-10-19T23:26:33
1030;Lucca da Mata;357.801.246-71;M;1992-03-31;1;AQQA9400;True;2025-10-24T01:39:59;diego30;2025-05-25T03:52:40;yanda-mota;2025-05-25T03:52:40;yanda-mota;558181839236;lucca41@bol.com.br;2025-10-09T19:42:41
1031;Dra. Letícia Pinto;168.250.734-35;M;1993-06-28;1;;True;2025-08-30T12:14:20;rioslara;2025-03-18T20:10:35;nina75;2025-03-18T20:10:35;nina75;9009788994;dra.24@hotmail.com;2025-10-12T20:36:41
1032;Eduarda Rios;49.732.106/0001-79;M;1961-09-19;1;VAXR3038;True;2025-08-08T03:31:44;gabriel90;2025-04-14T20:14:26;da-rochamaria-clara;2025-04-14T20:14:26;da-rochamaria-clara;5156995369;eduarda64@yahoo.com.br;2025-10-12T19:06:35
1033;Dr. Vitor das Neves;809.347.516-84;M;1975-06-16;2;;False;;;2025-09-26T01:08:35;novaisgabriela;2025-09-26T01:08:35;novaisgabriela;552171766965;dr.20@uol.com.br;
